,Unnamed: 0.1,Unnamed: 0,Time,Lat,Lon,Street,Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Astronomical_Twilight
14806,14806,14806,2022-04-04 06:12:30,40.847092866702816,-73.93336415255578,Cross Bronx Expy,10.0,8.0,0.0,Fair,Day
14807,14807,14807,2022-07-19 17:19:05,40.803557,-73.93079399999998,Harlem River Drive South,10.0,6.0,0.0,Fair,Day
14808,14808,14808,2022-05-14 12:23:53,40.805014,-73.931832,Harlem River Drive South,10.0,0.0,0.0,Mostly Cloudy,Day
14809,14809,14809,2022-05-04 12:35:32,40.758939,-73.9584,FDR Drive,5.0,3.0,0.0,Cloudy,Day
14810,14810,14810,2022-07-10 09:07:30,40.79831958,-73.92302155,Robert F Kennedy Bridge,10.0,7.0,0.0,Fair,Day
14811,14811,14811,2023-01-01 16:24:22,40.792117,-73.924492,Robert F Kennedy Bridge West,10.0,5.0,0.0,Fair,Day
14812,14812,14812,2022-01-13 15:50:33,40.84143,-73.944397, Riverside Drive,10.0,3.0,0.0,Fair,Day
14813,14813,14813,2022-02-16 09:50:30.000000000,40.838833,-73.933178,Harlem River Drive North,10.0,7.0,0.0,Fair,Day
14814,14814,14814,2022-06-22 16:34:17.000000000,40.720245,-74.012293,West Street,6.0,3.0,0.0,Cloudy,Day
14815,14815,14815,2022-09-17 22:57:38.000000000,40.799321,-73.92518299999998,Robert F Kennedy Bridge,10.0,0.0,0.0,Fair,Night
14816,14816,14816,2022-10-07 16:12:24.000000000,40.729148,-73.971762,FDR Drive,10.0,6.0,0.0,Fair,Day
14817,14817,14817,2022-10-16 15:36:59.000000000,40.80390300000001,-73.931007,Harlem River Drive South,10.0,0.0,0.0,Fair,Day
14818,14818,14818,2022-06-19 11:57:51.000000000,40.84657788,-73.94304156,Haven Avenue,10.0,13.0,0.0,Fair,Day
14819,14819,14819,2022-08-31 17:32:09.000000000,40.717638,-73.98586999999998, Delancey Street,10.0,9.0,0.0,Partly Cloudy,Day
14820,14820,14820,2022-07-05 23:02:48.000000000,40.717927,-73.986644, Delancey Street,9.0,7.0,0.0,Cloudy,Night
14821,14821,14821,2022-10-16 15:22:41.000000000,40.708111,-73.99951999999998,Brooklyn Bridge,10.0,0.0,0.0,Fair,Day
14822,14822,14822,2022-08-26 19:38:24,40.80562800000001,-73.97069,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
14823,14823,14823,2022-06-10 14:06:12,40.79299,-73.97974,Henry Hudson Parkway,10.0,9.0,0.0,Fair,Day
14824,14824,14824,2022-06-08 14:58:59,40.771895,-73.994008,Henry Hudson Parkway,10.0,5.0,0.0,Fair,Day
14825,14825,14825,2023-02-14 14:12:09,40.825853,-73.955042,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
14826,14826,14826,2023-01-29 12:49:51,40.83074212,-73.95104527,Henry Hudson Parkway,10.0,7.0,0.0,Cloudy,Day
14827,14827,14827,2022-06-10 19:33:12,40.845842,-73.92939,Harlem River Drive North,10.0,5.0,0.0,Fair,Day
14828,14828,14828,2022-05-02 16:11:53,40.797567,-73.920237,,7.0,6.0,0.0,Cloudy,Day
14829,14829,14829,2022-09-20 08:17:54,40.725745,-73.997671,Mercer Street,10.0,3.0,0.0,Fair,Day
14830,14830,14830,2022-08-20 18:02:19,40.729148,-73.971762,FDR Drive,10.0,3.0,0.0,Fair,Day
14831,14831,14831,2022-12-04 14:33:20,40.789599,-73.926936,Rivers Edge Rd,10.0,3.0,0.0,Fair,Day
14832,14832,14832,2022-08-28 11:22:40,40.709066,-73.996042,FDR Drive,10.0,8.0,0.0,Cloudy,Day
14833,14833,14833,2022-05-05 07:21:26,40.803340673252094,-73.92924427950894,Willis Avenue Bridge,10.0,3.0,0.0,Fair,Day
14834,14834,14834,2023-01-22 05:22:59,40.850236,-73.944888,George Washington Bridge,10.0,0.0,0.0,Cloudy,Night
14835,14835,14835,2022-05-29 23:53:29,40.79801917056657,-73.91954541171113,I-278,10.0,0.0,0.0,Fair,Night
14836,14836,14836,2022-06-16 14:39:51,40.76003909,-73.96295428, E 59th Street,10.0,5.0,0.0,Cloudy,Day
14837,14837,14837,2022-03-18 14:10:31,40.757189,-73.95529599999998,Ed Koch Queensboro Bridge East,10.0,7.0,0.0,Fair,Day
14838,14838,14838,2022-09-13 23:08:30,40.782913,-73.943816,FDR Drive,10.0,7.0,0.0,Fair,Night
14839,14839,14839,2022-03-11 03:20:00,40.78435063342674,-73.94199013674763,FDR Drive,10.0,0.0,0.0,Fair,Night
14840,14840,14840,2022-05-12 14:57:01,40.752873,-73.998921,Lincoln Tunnel Expy,10.0,5.0,0.0,Fair,Day
14841,14841,14841,2022-07-28 23:32:17,40.750232,-74.002348, 10th Avenue,10.0,3.0,0.0,Cloudy,Night
14842,14842,14842,2022-05-25 13:38:31,40.75348,-73.992536, W 36th Street,10.0,3.0,0.0,Fair,Day
14843,14843,14843,2022-05-24 11:45:37,40.75098395328163,-73.99061322176941, 7th Avenue,10.0,7.0,0.0,Cloudy,Day
14844,14844,14844,2022-06-29 14:44:50,40.70972085,-74.00144935,Brooklyn Bridge Prom,10.0,3.0,0.0,Fair,Day
14845,14845,14845,2023-02-08 20:29:39.000000000,40.74387,-73.97171999999998,FDR Drive,10.0,6.0,0.0,Fair,Night
14846,14846,14846,2022-07-30 00:05:04.000000000,40.743105,-73.972163,FDR Drive,10.0,3.0,0.0,Cloudy,Night
14847,14847,14847,2022-04-07 14:22:38.000000000,40.784879,-73.93016999999998,Robert F Kennedy Bridge West,6.0,6.0,0.02,Light Rain,Day
14848,14848,14848,2022-07-20 06:20:00.000000000,40.732461,-73.974083,FDR Drive,10.0,3.0,0.0,Fair,Day
14849,14849,14849,2022-01-13 15:24:03.000000000,40.843841,-73.94395,Riverside Drive,10.0,3.0,0.0,Fair,Day
14850,14850,14850,2022-05-31 15:59:09.000000000,40.707907,-73.999259,Brooklyn Bridge,10.0,,0.0,Partly Cloudy,Day
14851,14851,14851,2022-09-10 02:00:39,40.861967,-73.934564,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Night
14852,14852,14852,2022-08-06 05:55:26,40.859292,-73.936291,Henry Hudson Parkway,10.0,6.0,0.0,Fair,Day
14853,14853,14853,2022-08-03 14:59:20,40.799136,-73.97495,Henry Hudson Parkway,10.0,5.0,0.0,Fair,Day
14854,14854,14854,2022-06-09 06:53:30,40.846059,-73.930479,5th Avenue,5.0,0.0,0.05,Fair,Day
14855,14855,14855,2022-09-13 15:11:39,40.796493,-73.92066899999998,Robert F Kennedy Bridge East,10.0,6.0,0.0,Mostly Cloudy,Day
14856,14856,14856,2022-12-14 12:44:00,40.846029,-73.930224,5th Avenue,10.0,0.0,0.0,Fair,Day
14857,14857,14857,2022-06-30 15:47:38,40.84609,-73.930366,5th Avenue,10.0,,0.0,Fair,Day
14858,14858,14858,2022-10-01 16:31:16,40.847751,-73.945216,Henry Hudson Parkway,10.0,12.0,0.0,Cloudy,Day
14859,14859,14859,2022-09-01 13:47:34,40.732501,-73.974236,FDR Drive,10.0,3.0,0.0,Fair,Day
14860,14860,14860,2022-07-09 23:23:30,40.733546,-73.974502,FDR Drive,10.0,0.0,0.0,Fair,Night
14861,14861,14861,2022-06-07 23:48:13,40.743163,-73.971997,FDR Drive,10.0,5.0,0.02,Cloudy,Night
14862,14862,14862,2022-08-29 10:32:06.000000000,40.850263,-73.943145,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
14863,14863,14863,2022-06-28 20:37:53.000000000,40.848641,-73.943674,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
14864,14864,14864,2022-01-02 16:44:23.000000000,40.84481835345819,-73.9448869224837,Henry Hudson Parkway,10.0,8.0,0.0,Cloudy,Day
14865,14865,14865,2022-06-09 10:59:00,40.74762,-73.968536,FDR Drive,10.0,10.0,0.0,Fair,Day
14866,14866,14866,2022-10-15 14:26:52,40.72426915,-74.01121259, Watts Street,10.0,3.0,0.0,Fair,Day
14867,14867,14867,2022-09-04 07:52:08,40.793224,-73.933014,FDR Drive,10.0,3.0,0.0,Fair,Day
14868,14868,14868,2022-06-22 11:54:36,40.732799,-73.974171,FDR Drive,9.0,6.0,0.0,Cloudy,Day
14869,14869,14869,2022-05-17 22:02:00,40.736133,-73.97491099999998,FDR Drive,10.0,,0.0,Fair,Day
14870,14870,14870,2023-01-29 22:05:45.000000000,40.755595,-73.96116500000002,FDR Drive,10.0,0.0,0.0,Fair,Night
14871,14871,14871,2022-04-24 22:41:37.000000000,40.75336575488685,-73.9633619781782,FDR Drive,10.0,0.0,0.0,Fair,Night
14872,14872,14872,2022-01-31 23:23:00.000000000,40.78435063342674,-73.94199013674763,FDR Drive,10.0,0.0,0.0,Fair,Night
14873,14873,14873,2022-05-24 08:58:54.000000000,40.800838,-73.97435,Henry Hudson Parkway,10.0,10.0,0.0,Cloudy,Day
14874,14874,14874,2022-08-12 09:36:21.000000000,40.831907,-73.935285,Harlem River Drive South,10.0,9.0,0.0,Fair,Day
14875,14875,14875,2022-08-28 16:07:52.000000000,40.792634,-73.980251,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
14876,14876,14876,2022-05-04 13:34:30.000000000,40.79580903033831,-73.97698759997378,Henry Hudson Parkway,5.0,0.0,0.0,Cloudy,Day
14877,14877,14877,2023-01-03 16:28:00.000000000,40.848151,-73.943253,Riverside Drive,6.0,8.0,0.0,Cloudy,Day
14878,14878,14878,2022-08-19 14:29:53.000000000,40.847751,-73.945216,Henry Hudson Parkway,10.0,5.0,0.0,Fair,Day
14879,14879,14879,2022-01-28 16:24:20.000000000,40.8494532106359,-73.94214034045248,,5.0,6.0,0.0,Cloudy,Day
14880,14880,14880,2022-04-29 21:58:52.000000000,40.722638,-73.98791800000002, E Houston Street,10.0,3.0,0.0,Fair,Night
14881,14881,14881,2022-06-14 15:37:19.000000000,40.783291,-73.944711,East 96th Street,10.0,5.0,0.0,Fair,Day
14882,14882,14882,2022-05-31 07:29:39.000000000,40.756389,-73.953262,Ed Koch Queensboro Bridge West,10.0,7.0,0.0,Fair,Day
14883,14883,14883,2022-10-08 01:05:11.000000000,40.74667096,-73.96915555,FDR Drive,10.0,8.0,0.0,Cloudy,Night
14884,14884,14884,2022-05-31 19:46:00.000000000,40.71444,-73.97525999999998,Williamsburg Bridge,10.0,3.0,0.0,Fair,Day
14885,14885,14885,2022-08-03 08:18:48.000000000,40.846059,-73.930479,5th Avenue,10.0,3.0,0.0,Fair,Day
14886,14886,14886,2022-05-15 03:48:00.000000000,40.716237,-73.981255,Williamsburg Bridge East,3.0,3.0,0.09,Mostly Cloudy,Day
14887,14887,14887,2023-02-10 16:40:57.000000000,40.851604,-73.952048,George Washington Bridge,10.0,10.0,0.0,Fair,Day
14888,14888,14888,2022-09-25 14:18:58.000000000,40.777636,-73.943267, E 90th Street,10.0,3.0,0.0,Fair,Day
14889,14889,14889,2022-06-01 13:40:33.000000000,40.841847,-73.931609,Harlem River Drive South,10.0,5.0,0.0,Mostly Cloudy,Day
14890,14890,14890,2023-01-19 22:27:46.000000000,40.746153,-73.971735,Queens Midtown Tunl,10.0,7.0,0.05,Cloudy,Night
14891,14891,14891,2022-05-21 23:53:00.000000000,40.72164,-73.993587, Bowery,10.0,0.0,0.0,Fair,Night
14892,14892,14892,2021-12-31 13:41:00.000000000,40.842565,-73.931445,Harlem River Drive South,10.0,0.0,0.0,Cloudy,Day
14893,14893,14893,2022-08-22 12:47:09.000000000,40.778859,-73.943256,FDR Drive,3.0,0.0,0.17,Light Rain,Day
14894,14894,14894,2022-06-30 21:09:30.000000000,40.795627,-73.976795,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
14895,14895,14895,2022-07-25 07:29:34.000000000,40.765846,-73.951604,FDR Drive,10.0,9.0,0.0,Fair,Day
14896,14896,14896,2022-09-08 10:03:56.000000000,40.75031,-74.00846700000002,West 24th Street,10.0,3.0,0.0,Fair,Day
14897,14897,14897,2022-10-15 19:34:12.000000000,40.866516,-73.93215500000002,Henry Hudson Parkway,10.0,12.0,0.0,Fair,Day
14898,14898,14898,2022-01-01 19:15:24.000000000,40.737363,-73.974518,FDR Drive,4.0,6.0,0.01,Light Rain,Night
14899,14899,14899,2022-09-09 14:10:40.000000000,40.718929,-73.97485999999998,FDR Drive,10.0,9.0,0.0,Fair,Day
14900,14900,14900,2022-04-08 06:36:00.000000000,40.72450300000001,-74.007032, Broome Street,10.0,13.0,0.0,Mostly Cloudy,Day
14901,14901,14901,2022-09-24 13:35:27,40.832718,-73.935224,Harlem River Drive North,10.0,6.0,0.0,Fair,Day
14902,14902,14902,2022-08-08 22:25:32,40.80741763,-73.93383622,Harlem River Drive,10.0,7.0,0.0,Fair,Night
14903,14903,14903,2022-06-08 08:27:41,40.757118,-73.97189, Lexington Avenue,10.0,6.0,0.0,Partly Cloudy,Day
14904,14904,14904,2022-07-12 20:18:30,40.707907,-73.999259,Brooklyn Bridge,10.0,7.0,0.0,Fair,Day
14905,14905,14905,2022-09-20 15:47:36,40.714656,-73.97514699999998,Williamsburg Bridge,10.0,8.0,0.0,Mostly Cloudy,Day
14906,14906,14906,2022-08-05 17:58:54,40.715079,-73.976597,FDR Drive,10.0,3.0,0.0,Fair,Day
14907,14907,14907,2022-05-12 14:02:35,40.715726,-73.97885500000002,Williamsburg Bridge,10.0,5.0,0.0,Mostly Cloudy,Day
14908,14908,14908,2022-09-03 17:08:19,40.782553,-73.94834399999998, 2nd Avenue,10.0,3.0,0.0,Fair,Day
14909,14909,14909,2022-05-13 17:54:12,40.784929,-73.946591,2nd Avenue,10.0,3.0,0.0,Cloudy,Day
14910,14910,14910,2022-02-05 08:20:17.000000000,40.84529042224481,-73.93070340121302,,10.0,13.0,0.0,Partly Cloudy,Day
14911,14911,14911,2022-07-02 17:07:30.000000000,40.77924371,-73.94355655,FDR Drive,9.0,0.0,0.0,Partly Cloudy,Day
14912,14912,14912,2022-06-17 14:06:34.000000000,40.795806,-73.929666,FDR Drive,10.0,7.0,0.0,Fair,Day
14913,14913,14913,2023-01-03 17:38:48.000000000,40.822965,-73.934336,Harlem River Drive North,6.0,8.0,0.0,Cloudy,Day
14914,14914,14914,2022-04-01 20:13:46.000000000,40.81715941409675,-73.93398642504724,Harlem River Drive,10.0,15.0,0.0,Mostly Cloudy,Day
14915,14915,14915,2022-05-26 22:47:00.000000,40.709683,-74.001502,Brooklyn Bridge,10.0,5.0,0.0,Mostly Cloudy,Night
14916,14916,14916,2022-04-04 05:26:30.000000,40.846059,-73.930479,5th Avenue,10.0,8.0,0.0,Fair,Day
14917,14917,14917,2022-04-25 18:38:30.000000,40.851066,-73.949949,George Washington Bridge,10.0,7.0,0.0,Cloudy,Day
14918,14918,14918,2022-01-11 15:20:00.000000,40.845656,-73.944639,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
14919,14919,14919,2022-05-11 11:27:30.000000,40.737408,-73.97431800000003,FDR Drive,10.0,6.0,0.0,Cloudy,Day
14920,14920,14920,2022-09-26 15:01:49.000000000,40.829961,-73.934924,Harlem River Drive North,10.0,5.0,0.0,Partly Cloudy,Day
14921,14921,14921,2022-05-29 03:21:08.000000000,40.818654,-73.93431899999999,Harlem River Drive South,10.0,0.0,0.0,Fair,Night
14922,14922,14922,2022-09-13 23:51:21.000000000,40.720899,-73.995743, Kenmare Street,10.0,5.0,0.0,Fair,Night
14923,14923,14923,2022-10-10 14:26:55.000000000,40.77262,-73.993724,Henry Hudson Parkway,10.0,,0.0,Fair,Day
14924,14924,14924,2022-09-06 20:49:23.000000000,40.77177644,-73.99430394,N River Piers,8.0,5.0,0.0,Cloudy,Day
14925,14925,14925,2022-09-17 21:03:30.000000000,40.844739,-73.945037,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Night
14926,14926,14926,2022-06-14 14:40:58.000000000,40.772107,-73.993854,Henry Hudson Parkway,10.0,6.0,0.0,Fair,Day
14927,14927,14927,2022-07-01 15:38:05.000000000,40.848844,-73.937348,Trans-Manhattan Expressway,10.0,5.0,0.0,Fair,Day
14928,14928,14928,2022-03-01 17:00:29.000000000,40.707493,-74.000457,FDR Drive,10.0,7.0,0.0,Fair,Day
14929,14929,14929,2022-09-16 11:36:45.000000000,40.779564,-73.94358000000003,FDR Drive,10.0,3.0,0.0,Fair,Day
14930,14930,14930,2022-01-02 01:19:20.000000000,40.78435063342674,-73.94199013674763,FDR Drive,5.0,5.0,0.0,Cloudy,Night
14931,14931,14931,2022-08-05 15:27:58.000000000,40.845722,-73.929606,Alexander Hamilton Bridge East,10.0,3.0,0.0,Fair,Day
14932,14932,14932,2022-06-07 22:58:17.000000000,40.724918,-73.99239200000002, Bowery,10.0,5.0,0.02,Cloudy,Night
14933,14933,14933,2022-11-24 07:57:03.000000000,40.778315,-73.942999,FDR Drive,10.0,7.0,0.0,Fair,Day
14934,14934,14934,2022-02-18 23:27:30.000000000,40.74581265430095,-73.97402644122134, E 36th Street,10.0,3.0,0.0,Fair,Night
14935,14935,14935,2022-10-04 07:04:18.000000000,40.728101,-73.971678,FDR Drive,5.0,9.0,0.1,Light Rain,Day
14936,14936,14936,2022-06-09 11:44:39.000000000,40.810582,-73.934881,Harlem River Drive North,10.0,8.0,0.0,Partly Cloudy,Day
14937,14937,14937,2022-05-21 19:31:02.000000000,40.78402876834495,-73.98512005770691,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Day
14938,14938,14938,2022-12-10 10:49:57.000000000,40.771413,-73.946361,FDR Drive,10.0,8.0,0.0,Fair,Day
14939,14939,14939,2022-06-27 06:24:30,40.810173,-73.96769,Henry Hudson Parkway,10.0,,0.0,Mostly Cloudy,Day
14940,14940,14940,2022-07-12 16:52:02,40.760641,-74.002425, 12th Avenue,10.0,3.0,0.0,Partly Cloudy,Day
14941,14941,14941,2022-08-16 06:36:30,40.744172,-73.971366,FDR Drive,10.0,0.0,0.0,Fair,Day
14942,14942,14942,2022-07-30 22:30:00,40.754392,-73.96250699999999,FDR Drive,10.0,0.0,0.0,Fair,Night
14943,14943,14943,2022-05-23 15:19:10,40.748139,-73.967889,FDR Drive,10.0,10.0,0.0,Fair,Day
14944,14944,14944,2022-10-12 15:00:23,40.821588,-73.95865400000002, W 135th Street,10.0,,0.0,Fair,Day
14945,14945,14945,2022-08-25 12:09:20,40.73975,-73.972925,FDR Drive,10.0,5.0,0.0,Fair,Day
14946,14946,14946,2022-07-20 08:14:54,40.876325,-73.924639,Henry Hudson Parkway,10.0,7.0,0.0,Partly Cloudy,Day
14947,14947,14947,2022-08-06 21:36:30,40.715524,-73.97890799999998,Williamsburg Bridge East,10.0,3.0,0.0,Fair,Day
14948,14948,14948,2022-06-30 11:55:11,40.772831,-73.99332700000002,Henry Hudson Parkway,10.0,,0.0,Fair,Day
14949,14949,14949,2022-08-23 14:34:43,40.75767800000001,-73.99689000000002, 10th Avenue,10.0,,0.0,Mostly Cloudy,Day
14950,14950,14950,2022-05-04 16:15:00,40.84968924502921,-73.94211888278035,Cross Bronx Expy,5.0,0.0,0.0,Partly Cloudy,Day
14951,14951,14951,2022-05-05 07:46:48,40.747087,-73.96685,Queens Midtown Tunnel,10.0,,0.0,Fair,Day
14952,14952,14952,2022-10-04 07:04:18,40.749137,-73.967286,FDR Drive,5.0,9.0,0.1,Light Rain,Day
14953,14953,14953,2022-09-23 08:00:00,40.75121,-73.96560500000002,FDR Drive,10.0,9.0,0.0,Fair,Day
14954,14954,14954,2022-08-12 09:36:21,40.831907,-73.935285,Harlem River Drive South,10.0,9.0,0.0,Fair,Day
14955,14955,14955,2022-07-16 15:13:40,40.83302,-73.935375,Harlem River Drive South,0.25,15.0,0.96,Heavy Rain,Day
14956,14956,14956,2022-05-21 18:35:03,40.832436,-73.935327,Harlem River Drive South,10.0,0.0,0.0,Fair,Day
14957,14957,14957,2022-05-15 22:11:30,40.709628,-73.992446,FDR Drive,10.0,5.0,0.0,Mostly Cloudy,Night
14958,14958,14958,2022-10-13 14:54:38,40.800747,-73.974197,Henry Hudson Parkway,10.0,,0.0,Cloudy,Day
14959,14959,14959,2023-01-16 22:13:03,40.850574,-73.946809,George Washington Bridge,10.0,7.0,0.0,Fair,Night
14960,14960,14960,2022-09-15 22:58:30,40.795806,-73.929666,FDR Drive,10.0,,0.0,Fair,Night
14961,14961,14961,2022-10-06 23:27:35,40.84609,-73.930366,5th Avenue,10.0,3.0,0.0,Fair,Night
14962,14962,14962,2022-02-07 15:13:57,40.849325,-73.941301,5th Avenue,1.0,3.0,0.0,Wintry Mix,Day
14963,14963,14963,2022-05-16 22:30:30,40.784564,-73.941808,FDR Drive,10.0,10.0,0.0,Cloudy,Night
14964,14964,14964,2022-04-06 17:10:49,40.78305,-73.943892,FDR Drive,10.0,13.0,0.0,Cloudy,Day
14965,14965,14965,2022-04-09 05:57:00,40.756383,-73.96040500000002,FDR Drive,10.0,0.0,0.0,Light Rain,Day
14966,14966,14966,2022-06-25 22:38:00,40.795226,-73.9773,Henry Hudson Parkway,10.0,0.0,0.0,Fair,Night
14967,14967,14967,2022-09-26 17:09:56,40.829961,-73.934924,Harlem River Drive North,10.0,,0.0,Mostly Cloudy,Day
14968,14968,14968,2022-09-25 19:53:30,40.761097,-73.956103,FDR Drive,10.0,5.0,0.0,Fair,Day
14969,14969,14969,2022-08-09 18:23:50,40.749137,-73.967286,FDR Drive,10.0,12.0,0.0,Light Rain,Day
14970,14970,14970,2022-08-03 09:20:44,40.752166,-73.964454,FDR Drive,10.0,0.0,0.0,Fair,Day
14971,14971,14971,2022-10-06 14:56:44,40.788498,-73.967015, Central Park West,10.0,3.0,0.0,Fair,Day
14972,14972,14972,2022-01-28 18:36:30,40.767359,-73.996206, 12th Avenue,4.0,8.0,0.0,Haze,Day
14973,14973,14973,2022-03-06 02:19:28,40.7606399057352,-73.95651698077222,FDR Drive,10.0,6.0,0.0,Cloudy,Night
14974,14974,14974,2022-09-04 11:34:08.000000000,40.757899,-73.991389, W 42nd Street,10.0,6.0,0.0,Cloudy,Day
14975,14975,14975,2022-07-13 16:08:22.000000000,40.757899,-73.991389, W 42nd Street,10.0,6.0,0.0,Fair,Day
14976,14976,14976,2022-08-25 05:03:32.000000000,40.726052,-74.00990300000002, Washington Street,10.0,3.0,0.0,Fair,Day
14977,14977,14977,2022-06-22 15:15:46.000000000,40.72946500000001,-74.010738,West Street,3.0,6.0,0.0,Cloudy,Day
14978,14978,14978,2022-01-01 10:39:56.000000000,40.734958,-73.97485999999998,FDR Drive,10.0,5.0,0.02,Light Rain,Day
14979,14979,14979,2022-06-12 01:46:30.000000000,40.719918,-73.993002,Chrystie Street,10.0,8.0,0.0,Fair,Night
14980,14980,14980,2022-10-13 14:54:38.000000000,40.781553,-73.986808,Henry Hudson Parkway,10.0,,0.0,Cloudy,Day
14981,14981,14981,2022-07-02 08:23:26.000000000,40.72622,-73.972165,FDR Drive,9.0,3.0,0.0,Mostly Cloudy,Day
14982,14982,14982,2022-03-14 23:46:44.000000000,40.726221799656265,-73.97215962374699,FDR Drive,10.0,7.0,0.0,Fair,Night
14983,14983,14983,2022-10-17 15:33:28.000000000,40.833657,-73.935257,Harlem River Drive North,10.0,,0.0,Partly Cloudy,Day
14984,14984,14984,2022-05-01 18:49:40.000000000,40.83271622638305,-73.93520951235801,Harlem River Drive,10.0,0.0,0.0,Fair,Day
14985,14985,14985,2022-07-31 12:13:14.000000000,40.84709287,-73.93336415,Cross Bronx Expy,10.0,0.0,0.0,Fair,Day
14986,14986,14986,2022-08-23 14:49:13.000000000,40.780382,-73.98791999999997,Henry Hudson Parkway,10.0,,0.0,Mostly Cloudy,Day
14987,14987,14987,2022-05-16 09:08:52,40.756117,-74.002782, W 34th Street,8.0,3.0,0.0,Mostly Cloudy,Day
14988,14988,14988,2022-04-04 07:59:01,40.84883,-73.93863,5th Avenue,10.0,9.0,0.0,Fair,Day
14989,14989,14989,2022-09-09 20:53:36,40.811585,-73.934772,Harlem River Drive South,10.0,0.0,0.0,Fair,Night
14990,14990,14990,2022-10-08 16:38:02,40.767322,-73.95026800000002,FDR Drive,10.0,5.0,0.0,Fair,Day
14991,14991,14991,2022-09-04 16:47:09,40.766085,-73.951262,FDR Drive,10.0,7.0,0.0,Light Rain,Day
14992,14992,14992,2022-06-30 09:01:10,40.770223,-73.947703,FDR Drive,10.0,0.0,0.0,Fair,Day
14993,14993,14993,2022-05-21 23:57:39,40.768336,-73.949407,FDR Drive,10.0,0.0,0.0,Fair,Night
14994,14994,14994,2022-05-11 11:37:07,40.779243707462406,-73.94355654681229,FDR Drive,10.0,6.0,0.0,Cloudy,Day
14995,14995,14995,2022-05-02 11:01:09,40.76866507510772,-73.94913554156328,FDR Drive,8.0,8.0,0.0,Cloudy,Day
14996,14996,14996,2022-04-06 18:48:54,40.76681971530549,-73.9506590362837,FDR Drive,10.0,8.0,0.0,Cloudy,Day
14997,14997,14997,2022-12-10 08:58:09,40.798091,-73.92261500000002,Robert F Kennedy Bridge,10.0,10.0,0.0,Fair,Day
14998,14998,14998,2022-08-08 13:18:35,40.785048,-73.940861,FDR Drive,10.0,5.0,0.0,Partly Cloudy,Day
14999,14999,14999,2023-02-21 16:28:36,40.84874511,-73.93862128,Cross Bronx Expy,2.0,,0.04,Light Rain,Day
15000,15000,15000,2022-08-05 20:14:51,40.851449,-73.952134,George Washington Bridge,10.0,3.0,0.0,Partly Cloudy,Day
15001,15001,15001,2022-03-18 12:23:35,40.848079,-73.93625899999998,5th Avenue,10.0,3.0,0.0,Fair,Day
15002,15002,15002,2023-01-24 22:37:00,40.846059,-73.930479,5th Avenue,10.0,,0.0,Mostly Cloudy,Night
15003,15003,15003,2023-01-16 04:41:59,40.846029,-73.930224,5th Avenue,10.0,5.0,0.0,Cloudy,Night
15004,15004,15004,2022-10-17 18:04:07,40.84709287,-73.93336415,Cross Bronx Expy,10.0,3.0,0.0,Partly Cloudy,Day
15005,15005,15005,2022-09-18 20:08:25,40.847287,-73.933402,5th Avenue,10.0,3.0,0.0,Fair,Day
15006,15006,15006,2022-09-03 11:00:09,40.846149,-73.93089499999998,5th Avenue,10.0,6.0,0.0,Fair,Day
15007,15007,15007,2022-04-29 22:41:44,40.84601998309685,-73.93020987475427,Cross Bronx Expy,10.0,6.0,0.0,Fair,Night
15008,15008,15008,2022-04-12 10:50:34,40.84724307040764,-73.93327832186729,Cross Bronx Expy,10.0,8.0,0.02,Mostly Cloudy,Day
15009,15009,15009,2022-05-15 06:22:30,40.829804,-73.935091,Harlem River Drive South,1.0,0.0,0.0,Fog,Day
15010,15010,15010,2022-07-29 08:55:08,40.747611,-73.970752, 1st Avenue,10.0,5.0,0.0,Fair,Day
15011,15011,15011,2022-05-21 23:53:00,40.72238400000001,-73.99332199999998, Bowery,10.0,0.0,0.0,Fair,Night
15012,15012,15012,2022-04-21 10:01:00,40.851449,-73.952134,George Washington Bridge,10.0,6.0,0.0,Fair,Day
15013,15013,15013,2022-06-26 16:29:11,40.738244,-74.010087,West Street,10.0,3.0,0.0,Fair,Day
15014,15014,15014,2022-10-12 07:50:26,40.799824,-73.929906,FDR Drive,10.0,0.0,0.0,Fair,Day
15015,15015,15015,2022-10-13 17:50:59,40.78402877,-73.98512006,Henry Hudson Parkway,2.0,,0.08,Light Rain,Day
15016,15016,15016,2022-08-30 16:34:23,40.830745,-73.95105799999997,Henry Hudson Parkway,10.0,3.0,0.0,Fair,Day
15017,15017,15017,2022-07-26 16:38:36,40.836651,-73.94919399999998,Henry Hudson Parkway,10.0,9.0,0.0,Fair,Day
15018,15018,15018,2023-02-08 07:55:20,40.715041,-73.995191,Manhattan Bridge South,3.0,7.0,0.0,Haze,Day
