restaurant_name,restaurant_location,day_of_the_week,dish_name,preparation_time
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Shawarma,19
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Jewelled rice,19
12 Chairs,"(40.7275501, -74.0024076)",Weekend,Cauliflower Shawarma Berber,15
12 Chairs,"(40.7275501, -74.0024076)",Weekend,Hummus,13
Balade,"(40.7302946, -73.9831042)",Weekday,Hummus,12
Balade,"(40.7302946, -73.9831042)",Weekday,Hummus,13
Hummus Place,"(40.7322601, -74.0033462)",Weekend,Cauliflower Shawarma Berber,17
Hummus Place,"(40.7322601, -74.0033462)",Weekend,Hummus,13
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Cauliflower and chickpea tagine,17
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Cauliflower and chickpea tagine,17
12 Chairs,"(40.7275501, -74.0024076)",Weekday,Shawarma,16
12 Chairs,"(40.7275501, -74.0024076)",Weekday,Cauliflower Shawarma Berber,16
Balade,"(40.7302946, -73.9831042)",Weekend,Hummus,15
Balade,"(40.7302946, -73.9831042)",Weekend,Hummus,13
Hummus Place,"(40.7322601, -74.0033462)",Weekend,Falafel,15
Hummus Place,"(40.7322601, -74.0033462)",Weekend,Beef Dolmas with Apricots and Tamarind,14
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Shawarma,16
Ravagh Persian Grill,"(40.761861749999994, -73.96064029749999)",Weekday,Hummus,13
12 Chairs,"(40.7275501, -74.0024076)",Weekend,Cauliflower and chickpea tagine,15
12 Chairs,"(40.7275501, -74.0024076)",Weekend,Hummus,13
Balade,"(40.7302946, -73.9831042)",Weekday,Persian Kuku Sabzi,19
Balade,"(40.7302946, -73.9831042)",Weekday,Hummus,13
Hummus Place,"(40.7322601, -74.0033462)",Weekday,Baba Ghannouj,20
Hummus Place,"(40.7322601, -74.0033462)",Weekday,Hummus,13
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Nam Tok Mu,13
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Khao Pad,15
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Tom Yum Goong,14
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Tom Kha Kai,19
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Tom Yum Goong,17
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Guay Tiew Reua,16
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Som Tum,12
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Nam Tok Mu,16
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Som Tum,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,13
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekend,Khao Pad,15
Klong,"(40.7294123, -73.9892486)",Weekend,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekend,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Massaman Curry,20
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Nam Tok Mu,13
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Massaman Curry,20
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,11
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Tom Yum Goong,15
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,19
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Nam Tok Mu,14
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Tom Kha Kai,17
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Khao Pad,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Green Curry,16
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Tom Kha Kai,19
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Massaman Curry,19
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Nam Tok Mu,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Tom Kha Kai,19
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Massaman Curry,20
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Som Tum,15
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Khao Pad,16
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Khao Pad,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekend,Pad Thai,20
Klong,"(40.7294123, -73.9892486)",Weekend,Khao Pad,16
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Tom Yum Goong,14
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Tom Yum Goong,17
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Khao Pad,15
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Khao Pad,16
Klong,"(40.7294123, -73.9892486)",Weekday,Pad Thai,19
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Tom Kha Kai,20
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Thai Fried Rice,14
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Massaman Curry,20
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Massaman Curry,18
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Pad Thai,20
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Tom Yum Goong,14
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Som Tum,14
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Khao Pad,15
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Tom Yum Goong,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Tom Yum Goong,14
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Green Curry,14
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Tom Kha Kai,18
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Guay Tiew Reua,16
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekend,Tom Yum Goong,14
Klong,"(40.7294123, -73.9892486)",Weekend,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekend,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Green Curry,14
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Som Tum,14
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Tom Kha Kai,15
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Green Curry,13
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Khao Pad,16
Klong,"(40.7294123, -73.9892486)",Weekday,Tom Kha Kai,18
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Nam Tok Mu,15
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Khao Pad,16
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Tom Yum Goong,14
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,13
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Nam Tok Mu,17
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Tom Yum Goong,16
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Som Tum,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Tom Kha Kai,18
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Nam Tok Mu,14
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Tom Yum Goong,16
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Som Tum,14
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Tom Kha Kai,17
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Som Tum,14
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Som Tum,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekday,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekend,Nam Tok Mu,12
Klong,"(40.7294123, -73.9892486)",Weekend,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekend,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Pad Thai,18
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Massaman Curry,20
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Massaman Curry,19
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekend,Green Curry,11
Klong,"(40.7294123, -73.9892486)",Weekend,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekend,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Green Curry,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekend,Tom Yum Goong,15
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Som Tum,15
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Nam Tok Mu,13
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekday,Khao Pad,14
Klong,"(40.7294123, -73.9892486)",Weekday,Massaman Curry,20
Klong,"(40.7294123, -73.9892486)",Weekday,Thai Fried Rice,12
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Tom Yum Goong,17
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Guay Tiew Reua,16
Thai Villa,"(40.7389809, -73.9907059)",Weekend,Green Curry,13
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Massaman Curry,19
Hampton Chutney Co.,"(40.7201333, -73.9995299)",Weekend,Thai Fried Rice,12
Klong,"(40.7294123, -73.9892486)",Weekend,Green Curry,15
Klong,"(40.7294123, -73.9892486)",Weekend,Massaman Curry,20
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Nam Tok Mu,11
Lantern Thai Kitchen,"(40.6952526, -73.9954766)",Weekday,Thai Fried Rice,12
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Pad Thai,18
Thai Villa,"(40.7389809, -73.9907059)",Weekday,Thai Fried Rice,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,11
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,10
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pisto,20
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Tarta de Santiago,19
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Patatas Bravas,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Tortilla de Patatas,20
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Fabada Asturiana,10
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Paella,20
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Patatas Bravas,17
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Paella,20
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Jamón Serrano,18
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Patatas Bravas,17
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Gazpacho,15
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Gazpacho,15
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Churros,13
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pisto,19
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Churros,15
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Gazpacho,15
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Fabada Asturiana,13
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Patatas Bravas,17
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Jamón Serrano,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Tortilla de Patatas,20
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Fabada Asturiana,15
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Fabada Asturiana,13
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Tortilla de Patatas,17
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,14
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Gazpacho,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,10
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Tarta de Santiago,18
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Churros,14
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,10
Boqueria,"(40.77152, -73.9561132)",Weekend,Fabada Asturiana,13
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Patatas Bravas,16
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Tortilla de Patatas,18
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Tarta de Santiago,16
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Patatas Bravas,17
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekday,Pisto,18
Boqueria,"(40.77152, -73.9561132)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Churros,13
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Patatas Bravas,17
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Jamón Serrano,16
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Fabada Asturiana,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Gazpacho,15
Boqueria,"(40.77152, -73.9561132)",Weekend,Churros,13
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Jamón Serrano,15
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,10
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Tarta de Santiago,20
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekday,Pisto,16
Boqueria,"(40.77152, -73.9561132)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Paella,20
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Jamón Serrano,17
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Churros,14
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Jamón Serrano,16
Boqueria,"(40.77152, -73.9561132)",Weekend,Patatas Bravas,17
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Jamón Serrano,15
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,10
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Jamón Serrano,16
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,14
Boqueria,"(40.77152, -73.9561132)",Weekend,Patatas Bravas,17
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pisto,18
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Patatas Bravas,17
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pisto,19
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Fabada Asturiana,10
Boqueria,"(40.77152, -73.9561132)",Weekend,Patatas Bravas,17
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Fabada Asturiana,14
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Paella,20
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Patatas Bravas,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Patatas Bravas,17
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Churros,11
Boqueria,"(40.77152, -73.9561132)",Weekend,Churros,14
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pisto,20
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Gazpacho,15
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Fabada Asturiana,14
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Pisto,18
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Fabada Asturiana,16
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Churros,13
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Churros,14
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Fabada Asturiana,15
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekend,Tarta de Santiago,18
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Jamón Serrano,17
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Churros,14
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Tortilla de Patatas,18
Boqueria,"(40.77152, -73.9561132)",Weekend,Jamón Serrano,14
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Churros,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Paella,20
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Jamón Serrano,16
Salinas Restaurant,"(40.7574001, -73.866384)",Weekday,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Gazpacho,16
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Pulpo a la Gallega,12
Boqueria,"(40.77152, -73.9561132)",Weekday,Tarta de Santiago,20
Boqueria,"(40.77152, -73.9561132)",Weekday,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Churros,13
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekday,Tortilla de Patatas,18
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Churros,16
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekday,Tortilla de Patatas,18
Boqueria,"(40.77152, -73.9561132)",Weekend,Pisto,20
Boqueria,"(40.77152, -73.9561132)",Weekend,Pulpo a la Gallega,12
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Patatas Bravas,18
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Salinas Restaurant,"(40.7574001, -73.866384)",Weekend,Pulpo a la Gallega,12
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Churros,14
Socarrat Paella Bar,"(40.7426481, -73.9995427)",Weekend,Churros,14
Boqueria,"(40.77152, -73.9561132)",Weekday,Jamón Serrano,15
Boqueria,"(40.77152, -73.9561132)",Weekday,Pisto,19
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Gazpacho,17
El Castillo De Madison,"(40.7128198, -73.9895012)",Weekend,Tortilla de Patatas,18
